judul,penulis,penerbit,isbn,tahun_terbit,rak,kategori,harga_ganti,stok,deskripsi
Contextual Teaching and Learning Pendidikan Kewarganegaraan,"A.T Sugeng Priyanto,dkk",Pusat Perbukuan Departemen Pendidikan Nasional,979462456X,2008,Kelas VII,Buku Paket Kelas VII,75000,6,Contextual Teaching and Learning Pendidikan Kewarganegaraan
Matematika 1A,"M.Cholik Adinawan,Sugijono",Erlangga,9786022414469,2013,Kelas VII,Buku Paket Kelas VII,75000,25,Matematika 1A
Matematika: Buku Guru,"Abdur Rahman As`ari,dkk",Kementerian Pendidikan dan Kebudayaan,9786022829928,2017,Kelas VII,Buku Paket Kelas VII,75000,1,Matematika: Buku Guru
Akidah Akhlak,Kementerian Agama,Kementerian Agama,9789798446665,2014,Kelas VII,Buku Paket Kelas VII,75000,75,Akidah Akhlak
Seni Budaya,Kementerian Pendidikan dan Kebudayaan,Kementerian Pendidikan dan Kebudayaan,9786024270247,2017,Kelas VII,Buku Paket Kelas VII,75000,63,Seni Budaya
Prakarya,"Sugianto, dkk",Penebit Erlangga,9786022418849,2014,Kelas VII,Buku Paket Kelas VII,75000,22,Prakarya
Smart Steps ,Ali Akhmadi &  Ida Safrida,Penerbit Ganeca Exact,9797442764,2005,Kelas VII,Buku Paket Kelas VII,75000,43,Smart Steps 
Bahasa dan Sastra Indonesia,"Nurhadi, dkk",Penerbit Erlangga,9789797816582,2005,Kelas VII,Buku Paket Kelas VII,75000,26,Bahasa dan Sastra Indonesia
English in Focus,"Artono Wardiman, dkk",Pusat Perbukuan Depertemen Pendidikan Nasional,9794629707,2008,Kelas VII,Buku Paket Kelas VII,75000,56,English in Focus
"Pendidikan Jasmani, Olahraga, dan Kesehatan",Kementerian Pendidikan dan Kebudayaan,Kementerian Pendidikan dan Kebudayaan,9786024270162,2017,Kelas VII,Buku Paket Kelas VII,75000,34,"Pendidikan Jasmani, Olahraga, dan Kesehatan"
Mahir Berbahasa Indonesia,Tim Edukatif,Penerbit Erlangga,9789790995437,2013,Kelas VII,Buku Paket Kelas VII,75000,65,Mahir Berbahasa Indonesia
Ilmu Pengetahuan Alam Semester 1,"Wahono Widodo, dkk",Kementerian  Pendidikan dan Kebudayaan,9786024270018,2017,Kelas VII,Buku Paket Kelas VII,75000,14,Ilmu Pengetahuan Alam Semester 1
Ilmu Pengetahuan Alam Semester 2,"Wahono Widodo, dkk",Kementerian  Pendidikan dan Kebudayaan,9786024270001,2017,Kelas VII,Buku Paket Kelas VII,75000,14,Ilmu Pengetahuan Alam Semester 2
Matematika Semester 1,Abdur Rahman As'ari,Kementerian  Pendidikan dan Kebudayaan,9786022829842,2017,Kelas VII,Buku Paket Kelas VII,75000,49,Matematika Semester 1
Matematika Semester 2,Abdur Rahmbn As'ari,Kementerian  Pendidikan dan Kebudayaan,9786022829843,2017,Kelas VII,Buku Paket Kelas VII,75000,73,Matematika Semester 2
Bahasa dan Sastra Indonesia,"Titik Harsiati, dkk",Kementerian  Pendidikan dan Kebudayaan,9786022829683,2017,Kelas VII,Buku Paket Kelas VII,75000,83,Bahasa dan Sastra Indonesia
Prakarya Semester 1,"Suci Paresti dkk,",Kementerian  Pendidikan dan Kebudayaan,9786024270312,2017,Kelas VII,Buku Paket Kelas VII,75000,511,Prakarya Semester 1
Prakarya Semester 2,"Suci Paresti dkk,",Kementerian  Pendidikan dan Kebudayaan,9786024270339,2017,Kelas VII,Buku Paket Kelas VII,75000,3,Prakarya Semester 2
Buku Guru Prakarya,Kementerian  Pendidikan dan Kebudayaan,Kementerian  Pendidikan dan Kebudayaan,9786022823483,2014,Kelas VII,Buku Paket Kelas VII,75000,2,Buku Guru Prakarya
Ilmu Pengetahuan Sosial,Iwan Setiawan,Kementerian  Pendidikan dan Kebudayaan,9786024270087,2017,Kelas VII,Buku Paket Kelas VII,75000,239,Ilmu Pengetahuan Sosial
Bahasa Arab,"Zaenal Muttaqin, dkk",Kementerian Agama,9789798446726,2014,Kelas VII,Buku Paket Kelas VII,75000,82,Bahasa Arab
English in Focus for GradeVIII Junior High School,"Artono Wardiman,dkk",Pusat Perbukuan Departemen Pendidikan Nasional,9794629715,2008,Kelas VIII,Buku Paket Kelas VIII,75000,40,English in Focus for GradeVIII Junior High School
Bright an English Course ,Nur Zaida,Erlangga,9786022414124,2014,Kelas VIII,Buku Paket Kelas VIII,75000,19,Bright an English Course 
Al-Qur`an Hadits: Buku Guru,Tim Penyusun Kementrian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930617,2015,Kelas VIII,Buku Paket Kelas VIII,75000,22,Al-Qur`an Hadits: Buku Guru
Pendidikan Jasmani Olahraga Dan Kesehatan,Tim Penyusun Menteri Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786021530801,2014,Kelas VIII,Buku Paket Kelas VIII,75000,13,Pendidikan Jasmani Olahraga Dan Kesehatan
Pendidikan Jasmani Olahraga Dan Kesehatan,Roji dan Eva Yulianti,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786024270179,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pendidikan Jasmani Olahraga Dan Kesehatan
Ilmu Pengetahuan Alam:Semester 1,Tim Penyusun kementrian Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022823179,2017,Kelas VIII,Buku Paket Kelas VIII,75000,2,Ilmu Pengetahuan Alam:Semester 1
Ilmu Pengetahuan Alam:Semester 2,Tim Penyusun kementrian Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022823186,2019,Kelas VIII,Buku Paket Kelas VIII,75000,46,Ilmu Pengetahuan Alam:Semester 2
Mahir Berbahasa Indonesia Indonesia ,"Tim Edukatif(Wahono,M.Pd.,dkk)",Erlangga,9786022418122,2013,Kelas VIII,Buku Paket Kelas VIII,75000,23,Mahir Berbahasa Indonesia Indonesia 
Pendidikan Pancasila dan Kewarganegaraan,"Yuyus Kardiman M.Pd.,dkk",Erlangga,9786024340148,2016,Kelas VIII,Buku Paket Kelas VIII,75000,4,Pendidikan Pancasila dan Kewarganegaraan
Pendidikan Pancasila dan Kewarganegaraan,Sri Tutik Cahyaningsih,Erlangga,9786022540373,2014,Kelas VIII,Buku Paket Kelas VIII,75000,10,Pendidikan Pancasila dan Kewarganegaraan
Pendidikan Kewarganegaraan,"C.S.T.Kansil,dkk",PT Bumi Aksara,9789790100527,2007,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pendidikan Kewarganegaraan
Belajar Memahami Kewarganegaraan,"Samidi,dkk",PT Tiga Serangkai Pustaka Mandiri,9789790183070,2012,Kelas VIII,Buku Paket Kelas VIII,75000,1,Belajar Memahami Kewarganegaraan
Belajar IPA:Membuka Cakrawala dan Sekitar,"Saeful Karim,dkk",Pusat Perbukuan Departemen Pendidikan Nasional,9793629766,2008,Kelas VIII,Buku Paket Kelas VIII,75000,1,Belajar IPA:Membuka Cakrawala dan Sekitar
Bright an English Course ,Nur Zaida,Erlangga,9786022418733,2017,Kelas VIII,Buku Paket Kelas VIII,75000,2,Bright an English Course 
Fasih Berbahasa Arab,Drs.H. Darsono dan Drs. T. Ibrahim,PT Tiga Serangkai Pustaka Mandiri,9796684160,2004,Kelas VIII,Buku Paket Kelas VIII,75000,1,Fasih Berbahasa Arab
Effective English,Soegeng HS,PT Tiga Serangkai Pustaka Mandiri,9796685108,2004,Kelas VIII,Buku Paket Kelas VIII,75000,2,Effective English
Membangun Akidah dan Akhlak,Drs. T. Ibrahim dan Drs. H.Darsono,PT Tiga Serangkai Pustaka Mandiri,9796684128,2003,Kelas VIII,Buku Paket Kelas VIII,75000,1,Membangun Akidah dan Akhlak
Bahasa Arab,Maman A.Djaliel,CV Amrico,9789797276843,2009,Kelas VIII,Buku Paket Kelas VIII,75000,1,Bahasa Arab
Mahir Berbahasa Indonesia Indonesia ,"Tim Edukatif(Wahono,M.Pd.,dkk)",Erlangga,9786022989882,2016,Kelas VIII,Buku Paket Kelas VIII,75000,6,Mahir Berbahasa Indonesia Indonesia 
Pengetahuan Sosial Ekonomi,"Suroso, Rendro Adi Widigdo",PT Tiga Serangkai Pustaka Mandiri,9796687933,2004,Kelas VIII,Buku Paket Kelas VIII,75000,3,Pengetahuan Sosial Ekonomi
Pengetahuan Sosial Geografi,"Drs.Kuswanto,M.M.,dkk",PT Tiga Serangkai Pustaka Mandiri,9796687771,2004,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pengetahuan Sosial Geografi
Bahasa Indonesia: Buku Guru,Tim Penyusun Menteri Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786021530924,2014,Kelas VIII,Buku Paket Kelas VIII,75000,1,Bahasa Indonesia: Buku Guru
Akidah Akhlak,H.A.Wahid Sy,CV Amrico,9789797276768,2008,Kelas VIII,Buku Paket Kelas VIII,75000,4,Akidah Akhlak
Sejarah Kebudayaan Islam,Tatang Ibrahim,CV Amrico,9789797276928,2008,Kelas VIII,Buku Paket Kelas VIII,75000,80,Sejarah Kebudayaan Islam
Matematika,M.Cholik Adinawan,Erlangga,9786022419082,2016,Kelas VIII,Buku Paket Kelas VIII,75000,1,Matematika
Pendidikan Kewarganegaraan,"Dadang Sundawa,dkk",Pusat Perbukuan Departemen Pendidikan Nasional,9794624578,2008,Kelas VIII,Buku Paket Kelas VIII,75000,8,Pendidikan Kewarganegaraan
Matematika: Konsep dan Aplikasinya,"Dewi Nurharini,Tri Wahyuni",Pusat Perbukuan Departemen Pendidikan Nasional,9794629995,2008,Kelas VIII,Buku Paket Kelas VIII,75000,4,Matematika: Konsep dan Aplikasinya
Seribu Pena Matematika,M.Cholik Adinawan,Erlangga,9789790332768,2008,Kelas VIII,Buku Paket Kelas VIII,75000,1,Seribu Pena Matematika
Seni Budaya,"Dyah Purwani Setianingsih,M.Pd.",Erlangga,9786024342838,2019,Kelas VIII,Buku Paket Kelas VIII,75000,1,Seni Budaya
 Ayo Memahami Al-Qur`an dan Hadits,"Nurhadi,S.Ag M.Pd.,Sunariyah S.Ag",Erlangga,9786232660663,2021,Kelas VIII,Buku Paket Kelas VIII,75000,1, Ayo Memahami Al-Qur`an dan Hadits
Pendidikan Agama Islam:Fikih,"Zainal Muttaqin,MA, Drs.Amir Abyan,MA",PT Karya Toha Putra,9786027718814,2015,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pendidikan Agama Islam:Fikih
The Bridge English Competence,"Kistono,Dipl.TESOL,MA,dkk",Yudhistira,9796767511,2004,Kelas VIII,Buku Paket Kelas VIII,75000,1,The Bridge English Competence
Pengetahuan Sosial Sejarah,"Drs.Suparman,Drs.Kuswanto,M.M",PT Tiga Serangkai Pustaka Mandiri,9796687852,2004,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pengetahuan Sosial Sejarah
IPA Terpadu,Tim Abdi Guru,Erlangga,9786022414544,2014,Kelas VIII,Buku Paket Kelas VIII,75000,2,IPA Terpadu
Prakarya,"Sugiyanto,M.Pd.,dkk",Erlangga,9786024342883,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Prakarya
"Pandai Baca,Tulis,dan Tahfiz Al-Qur`an","Drs.Abdul Rosyid,M.Pd",Erlangga,9786022980889,2014,Kelas VIII,Buku Paket Kelas VIII,75000,1,"Pandai Baca,Tulis,dan Tahfiz Al-Qur`an"
Mandiri Practise Your English Competence,Nur Zaida,Erlangga,9786022419815,2014,Kelas VIII,Buku Paket Kelas VIII,75000,1,Mandiri Practise Your English Competence
Ayo Memahami Fiqih,"H.Jamhari, M.PA.I & Tasimin, S.Ag. M.S.I",Erlangga,9786022985211,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Ayo Memahami Fiqih
Learning More Art and Culture 2,"Yuliawan Kasmahidayat,dkk",Grafindo Media Pratama,9786020015132,2011,Kelas VIII,Buku Paket Kelas VIII,75000,55,Learning More Art and Culture 2
Bahasa Arab,Masrukhin,"Direktorat KSKK Madrasah, Direktorat Jenderal Pendidikan Islam, Kementrian Agama RI",9786236687413,2020,Kelas VIII,Buku Paket Kelas VIII,75000,6,Bahasa Arab
Penjasorkes 2,"Prof. Dr. Sukadiyanto,M.Pd.",Quadra,9786023014415,2017,Kelas VIII,Buku Paket Kelas VIII,75000,2,Penjasorkes 2
Seni Budaya: Buku Guru,"Eko Purnomo,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022823353,2017,Kelas VIII,Buku Paket Kelas VIII,75000,22,Seni Budaya: Buku Guru
Fikih:Buku Guru,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930655,2015,Kelas VIII,Buku Paket Kelas VIII,75000,17,Fikih:Buku Guru
Penjasorkes ,"Surtiyo Utomo,Suwandi",PT Bumi Aksara,9789790101272,2008,Kelas VIII,Buku Paket Kelas VIII,75000,2,Penjasorkes 
Bahasa Arab,Tim Penyusun Kementerian Agama,"Direktorat Pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930730,2015,Kelas VIII,Buku Paket Kelas VIII,75000,228,Bahasa Arab
Al-Qur`an Hadits ,Maman A.Djaliel,CV Amrico,9789797276805,2008,Kelas VIII,Buku Paket Kelas VIII,75000,2,Al-Qur`an Hadits 
Fikih 2,Tatang Ibrahim,CV Amrico,9789797276881,2008,Kelas VIII,Buku Paket Kelas VIII,75000,9,Fikih 2
Bahasa Arab:Buku Guru,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930754,2015,Kelas VIII,Buku Paket Kelas VIII,75000,10,Bahasa Arab:Buku Guru
Akidah Akhlak: Buku Guru,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930693,2015,Kelas VIII,Buku Paket Kelas VIII,75000,35,Akidah Akhlak: Buku Guru
Prakarya,Tim Penyusun Kementerian Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786024270353,2017,Kelas VIII,Buku Paket Kelas VIII,75000,19,Prakarya
Seni Budaya,"Dyah Purwani Setianingsih,M.Pd.,dkk",Erlangga,9786024342838,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Seni Budaya
Bahasa dan Sastra Indonesia,"Nurhadi,dkk",Erlangga,9797816591,2005,Kelas VIII,Buku Paket Kelas VIII,75000,4,Bahasa dan Sastra Indonesia
Pendidikan Jasmani Olahraga Dan Kesehatan,"Dr.Trisyono,M.Pd.,dkk",Erlangga,9786022983477,2015,Kelas VIII,Buku Paket Kelas VIII,75000,11,Pendidikan Jasmani Olahraga Dan Kesehatan
Pendidikan jasmani  Dan Kesehatan,"Djedje Zainul Arifin,dkk",PT Aries Lima ,9794392960,1996,Kelas VIII,Buku Paket Kelas VIII,75000,2,Pendidikan jasmani  Dan Kesehatan
Berbahasa dan Bersastra Indonesia,"Asep Yudha Wirajaya,Sudarmawarti",Pusat Perbukuan Departemen Pendidikan Nasional,9794629936,2008,Kelas VIII,Buku Paket Kelas VIII,75000,55,Berbahasa dan Bersastra Indonesia
Sejarah Kebudayaan Islam,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930778,2015,Kelas VIII,Buku Paket Kelas VIII,75000,19,Sejarah Kebudayaan Islam
Pendidikan Lingkungan Hidup,"Drs. Mohamad Abas,M.Pd.,dkk",Erlangga,9789790755321,2010,Kelas VIII,Buku Paket Kelas VIII,75000,9,Pendidikan Lingkungan Hidup
Biologi 2,Daroji dan Haryati,PT Tiga Serangkai Pustaka Mandiri,9789790847941,2012,Kelas VIII,Buku Paket Kelas VIII,75000,1,Biologi 2
FIKIH,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930631,2015,Kelas VIII,Buku Paket Kelas VIII,75000,88,FIKIH
Ilmu Pengetahuan Sosial,"Y.Sri Pujiastuti,dkk",Erlangga,9786022540588,2014,Kelas VIII,Buku Paket Kelas VIII,75000,12,Ilmu Pengetahuan Sosial
Bahasa Indonesia,Tim Penyusun Kementerian Pendidikan dan Kebudayaan,"Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829706,2016,Kelas VIII,Buku Paket Kelas VIII,75000,8,Bahasa Indonesia
Smart Steps: The Smartest way to Learn English,"Ali Akhmadi, Ida Safrida",Ganeca Exact,9797442576,2005,Kelas VIII,Buku Paket Kelas VIII,75000,25,Smart Steps: The Smartest way to Learn English
Bahasa Inggris: When English Rings a Bell,"Siti Wachidah,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829782,2017,Kelas VIII,Buku Paket Kelas VIII,75000,44,Bahasa Inggris: When English Rings a Bell
Sejarah Kebudayaan Islam: Buku Guru,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930792,2015,Kelas VIII,Buku Paket Kelas VIII,75000,31,Sejarah Kebudayaan Islam: Buku Guru
Ilmu Pengetahuan Sosial,Tim Penyusun Kementerian Pendidikan dan Kebudayaan,CV Arya Duta,9786022823278,2017,Kelas VIII,Buku Paket Kelas VIII,75000,207,Ilmu Pengetahuan Sosial
Matematika 2A,"M.Cholik Adinawan,Sugijono",Erlangga,9786022414483,2014,Kelas VIII,Buku Paket Kelas VIII,75000,39,Matematika 2A
Matematika: Semester 1,"Abdur Rahman As`ari,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829784,2017,Kelas VIII,Buku Paket Kelas VIII,75000,43,Matematika: Semester 1
Matematika: Semester 2,"Abdur Rahman As`ari,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829881,2017,Kelas VIII,Buku Paket Kelas VIII,75000,51,Matematika: Semester 2
PATEN(Paket Terpadu Jempolan),Tim Abdi Guru,Erlangga,9786022411192,2012,Kelas VIII,Buku Paket Kelas VIII,75000,1,PATEN(Paket Terpadu Jempolan)
Pendidikan Pancasila dan Kewarganegaraan,"Lukman Surya Saputra,dkk",CV Arya Duta,9786022829621,2017,Kelas VIII,Buku Paket Kelas VIII,75000,225,Pendidikan Pancasila dan Kewarganegaraan
Sejarah Kebudayaan Islam,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9789798446764,2014,Kelas VIII,Buku Paket Kelas VIII,75000,11,Sejarah Kebudayaan Islam
Bright English Course SMP\MTs ,Nur Zaida,Erlangga,9786022414117,2013,Kelas VIII,Buku Paket Kelas VIII,75000,26,Bright English Course SMP\MTs 
Ilmu Pengetahuan Sosial,"Drs. K.Wardiyatmoko,M.M.",Erlangga,9789790159594,2009,Kelas VIII,Buku Paket Kelas VIII,75000,7,Ilmu Pengetahuan Sosial
Pengetahuan Sosial Geografi,"Drs. Kuswanto,M.M.,dkk",PT Tiga Serangkai Pustaka Mandiri,9796687763,2004,Kelas VIII,Buku Paket Kelas VIII,75000,4,Pengetahuan Sosial Geografi
Pendidikan Lingkungan Hidup kls VII,"Drs. Mohamad Abas,M.Pd.,dkk",Erlangga,9789790755314,2010,Kelas VIII,Buku Paket Kelas VIII,75000,7,Pendidikan Lingkungan Hidup kls VII
Bahasa Indonesia,"Atikah Anindyarini, Sri Ningsih",Pusat Perbukuan Departemen Pendidikan Nasional,9794629383,2008,Kelas VIII,Buku Paket Kelas VIII,75000,7,Bahasa Indonesia
Seni Budaya: Buku Guru,"Eko Purnomo,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786024270285,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Seni Budaya: Buku Guru
Pendidikan Agama Islam dan Budi Pekerti,"Muhammad Ahsan,dkk",CV Arya Duta,9786022829133,2017,Kelas VIII,Buku Paket Kelas VIII,75000,8,Pendidikan Agama Islam dan Budi Pekerti
Pedoman Al-Qur`an dan Hadis 1,"T.Ibrahim,H.Darsono",PT Tiga Serangkai Pustaka Mandiri,9786022577768,2014,Kelas VIII,Buku Paket Kelas VIII,75000,1,Pedoman Al-Qur`an dan Hadis 1
Al-Quran Hadis ,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930594,2015,Kelas VIII,Buku Paket Kelas VIII,75000,71,Al-Quran Hadis 
Akidah Akhlak,Tim Penyusun Kementerian Agama,"Direktorat pendidikan Madrasah,Direktorat Jenderal Pendidikan Islam,Kementerian Agama Republik Indonesia",9786022930679,2015,Kelas VIII,Buku Paket Kelas VIII,75000,105,Akidah Akhlak
"Penjasorkes: Pendidikan Jasmani,Olahraga, dan Kesehatan 1","Surtiyo Utomo,Suwandi",PT Bumi Aksara,9790101260,2008,Kelas VIII,Buku Paket Kelas VIII,75000,3,"Penjasorkes: Pendidikan Jasmani,Olahraga, dan Kesehatan 1"
Al-Qur`an Hadis 1,Maman A.Djaliel,CV.Amrico,9789797276799,2008,Kelas VIII,Buku Paket Kelas VIII,75000,18,Al-Qur`an Hadis 1
FIKIH 1,Tatang Ibrahim,CV.Amrico,9789797276874,2008,Kelas VIII,Buku Paket Kelas VIII,75000,18,FIKIH 1
Akidah-Akhlak 1,H.A.Wahid Sy,CV.Amrico,9789797276751,2008,Kelas VIII,Buku Paket Kelas VIII,75000,15,Akidah-Akhlak 1
Pendidikan Pancasila dan Kewarganegaraan,"Dra. Sri Tutik Cahyaningsih,M.Pd.",Erlangga,9786022540366,2013,Kelas VIII,Buku Paket Kelas VIII,75000,17,Pendidikan Pancasila dan Kewarganegaraan
Bahasa Arab:Buku Guru,Tim Penyusun Kementerian Agama,Kementerian Agama,9789798446740,2014,Kelas VIII,Buku Paket Kelas VIII,75000,21,Bahasa Arab:Buku Guru
IPS Sejarah,"Drs. C.S.T. Kansil,SH",Erlangga,9794111961,1994,Kelas VIII,Buku Paket Kelas VIII,75000,12,IPS Sejarah
Bahasa Inggris,"Siti Wachidah,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829775,2017,Kelas VIII,Buku Paket Kelas VIII,75000,107,Bahasa Inggris
Sejarah Kebudayaan Islam 1,Tatang Ibrahim,CV Amrico,9789797276911,2008,Kelas VIII,Buku Paket Kelas VIII,75000,84,Sejarah Kebudayaan Islam 1
Al-Qur`an Hadis ,Kementerian Agama,Kementerian Agama,9789798446580,2014,Kelas VIII,Buku Paket Kelas VIII,75000,116,Al-Qur`an Hadis 
Pendidikan Pancasila dan Kewarganegaraan,"Lukman Surya Saputra,dkk","Pusat Kurikulum dan Perbukuan,Balitbang,Kemdikbud",9786022829614,2017,Kelas VIII,Buku Paket Kelas VIII,75000,261,Pendidikan Pancasila dan Kewarganegaraan
Al-Qur`an Hadis: Buku Guru,Kementerian Agama,Kementerian Agama,9789798446603,2014,Kelas VIII,Buku Paket Kelas VIII,75000,28,Al-Qur`an Hadis: Buku Guru
"Bahasa Inggris,When English Rings the Bell:Buku Guru","Siti Wachidah,dkk",Kementerian Pendidikan dan Kebudayaan,9786022829812,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,"Bahasa Inggris,When English Rings the Bell:Buku Guru"
Contextual Teaching and Learning Pendidikan Kewarganegaraan,"A.T Sugeng Priyanto,dkk",Pusat Perbukuan Departemen Pendidikan Nasional,979462456X,2008,Kelas VIII,Buku Paket Kelas VIII,75000,6,Contextual Teaching and Learning Pendidikan Kewarganegaraan
Matematika 1A,"M.Cholik Adinawan,Sugijono",Erlangga,9786022414469,2013,Kelas VIII,Buku Paket Kelas VIII,75000,25,Matematika 1A
Matematika: Buku Guru,"Abdur Rahman As`ari,dkk",Kementerian Pendidikan dan Kebudayaan,9786022829928,2017,Kelas VIII,Buku Paket Kelas VIII,75000,1,Matematika: Buku Guru
Paradigma Baru Pendidikan Kewarganegaraan,"Drs. H. Sukarno, M. Si",Pustaka Pelajar,9786022294504,2015,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Paradigma Baru Pendidikan Kewarganegaraan
Pendidikan AntiKorupsi untuk Sekolah dan Perguruan Tinggi,David Wijaya,Penerbit Indexs,9789790624824,2014,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pendidikan AntiKorupsi untuk Sekolah dan Perguruan Tinggi
Sistem Informasi Manajemen Pendidikan ,"Dr. Ir Hamid Al- Jufri,MM.,M.Kom",Smart Grafika,9786029974503,2011,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Sistem Informasi Manajemen Pendidikan 
Manajemen Masjid Sekolah Sebagai Laboratorium Pendidikan Karakter: Konsep Dan Implementasinya ,"Dr. H. M. Najib, M.Hum,dkk",Gava Media,9786027869905,2015,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,11,Manajemen Masjid Sekolah Sebagai Laboratorium Pendidikan Karakter: Konsep Dan Implementasinya 
KORUPTOR GO TO HELL,Bibit S. Rianto,PT Mizan Publika ,9789793714790,2009,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,9,KORUPTOR GO TO HELL
Pengantar Hukum Tata Negara Indonesia,"Hasan Zaini, S.H",Penerbit Alumni,1234567890136,1974,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pengantar Hukum Tata Negara Indonesia
Undang-Undang Otonomi Daerah,Anggota IKAPI,Fokus Media,9786028733472,2011,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Undang-Undang Otonomi Daerah
PEDOMAN KATALOGISASI Cara Mudah Membuat Katalog Perpustakaan,Drs. Yaya Suhendar,KDT,9793925035,2005,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,PEDOMAN KATALOGISASI Cara Mudah Membuat Katalog Perpustakaan
Pedoman Penyelenggaraan Perpustakaan Sekolah,"Drs. Pawit M. Yusuf, M.S dkk",Prenada Media,9793925027,2005,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pedoman Penyelenggaraan Perpustakaan Sekolah
Pencegahan Penyalahgunaan Narkoba Sejak Usia Dini,Tim Penyusun,Badan Narkotika Nasional,1234567890135,2007,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pencegahan Penyalahgunaan Narkoba Sejak Usia Dini
Pedoman Pelaksanaan P4GN Melalui Peran Serta Kepala Desa/Lurah,Tim Penyusun,Badan Narkotika Nasional,1234567890134,2007,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pedoman Pelaksanaan P4GN Melalui Peran Serta Kepala Desa/Lurah
Pedoman Tata Ruang Perpustakaan Sekolah,"Paramita Atmodiwirjo, Yandi Andri Yatmo",Perpustakaan Nasional RI,9789790081802,2015,0,"Ilmu Komputer, Informasi, dan Karya Umum",75000,1,Pedoman Tata Ruang Perpustakaan Sekolah
